Clasificación;Título del Producto;Precio;URL
🔴 INTRUSO (Otro);"Tuerca cocina 5/32"" hexagonal 100uds";2090.0;"https://www.sodimac.cl/sodimac-cl/articulo/146670934/Tuerca-cocina-5-32""-hexagonal-100uds/146670936"
🔴 INTRUSO (Otro);Remache fierro cabeza redonda 1/8 x 3/8 5 unid;390.0;https://www.sodimac.cl/sodimac-cl/articulo/113443660/Remache-fierro-cabeza-redonda-1-8-x-3-8-5-unid/113443661
🔴 INTRUSO (Otro);Punta Pozidrive #2 X 50 Mm 2Unidad;1490.0;https://www.sodimac.cl/sodimac-cl/articulo/113486006/Punta-Pozidrive-#2-X-50-Mm-2Unidad/113486007
🔴 INTRUSO (Otro);Broche Con Seguro M5 12 Mm Pack 2 Unidades;390.0;https://www.sodimac.cl/sodimac-cl/articulo/113253905/Broche-Con-Seguro-M5-12-Mm-Pack-2-Unidades/113253906
🔴 INTRUSO (Otro);Junta torica 1.5 mm 2 unidades;290.0;https://www.sodimac.cl/sodimac-cl/articulo/113253528/Junta-torica-1.5-mm-2-unidades/113253530
🔴 INTRUSO (Otro);Hilo medio MT 3/16 NC ZBR 1UN;1290.0;https://www.sodimac.cl/sodimac-cl/articulo/110298236/Hilo-medio-MT-3-16-NC-ZBR-1UN/110298270
🔴 INTRUSO (Otro);Resorte compresion M6.5 x 10 mm 2 unid;590.0;https://www.sodimac.cl/sodimac-cl/articulo/113253730/Resorte-compresion-M6.5-x-10-mm-2-unid/113253731
🔴 INTRUSO (Otro);"Anclaje pared hueca con gancho tipo ""C"" M4 x 40 mm zincado 2 unid";1690.0;"https://www.sodimac.cl/sodimac-cl/articulo/112906971/Anclaje-pared-hueca-con-gancho-tipo-""C""-M4-x-40-mm-zincado-2-unid/112906973"
🔴 INTRUSO (Otro);"Anclaje pared hueca con gancho tipo ""C"" M5 x 45 mm zincado 2 unid";2190.0;"https://www.sodimac.cl/sodimac-cl/articulo/112907053/Anclaje-pared-hueca-con-gancho-tipo-""C""-M5-x-45-mm-zincado-2-unid/112907055"
🔴 INTRUSO (Otro);"Golilla Nylon 3/8 "" 1 unidades";1290.0;"https://www.sodimac.cl/sodimac-cl/articulo/113253751/Golilla-Nylon-3-8-""-1-unidades/113253753"
🟢 TORNILLO;TORNILLO DRYWALL VOLCANITA-MADERA NEGRO 2 1/2;5500.0;https://www.sodimac.cl/sodimac-cl/articulo/142281201/TORNILLO-DRYWALL-VOLCANITA-MADERA-NEGRO-2-1-2/142281202
🟢 TORNILLO;TIRAFONDO 1/4 X 1 TORNILLO;8590.0;https://www.sodimac.cl/sodimac-cl/articulo/147588975/TIRAFONDO-1-4-X-1-TORNILLO/147588977
🟢 TORNILLO;"TORNILLO ESCUADRA 2 1/2""";35700.0;"https://www.sodimac.cl/sodimac-cl/articulo/146451495/TORNILLO-ESCUADRA-2-1-2""/146451496"
🟢 TORNILLO;TIRAFONDO 1/4 X 2 TORNILLO;11990.0;https://www.sodimac.cl/sodimac-cl/articulo/146679508/TIRAFONDO-1-4-X-2-TORNILLO/146679509
🔴 INTRUSO (Otro);PERNO HEXAGONO 12X4;3360.0;https://www.sodimac.cl/sodimac-cl/articulo/145553474/PERNO-HEXAGONO-12X4/145553476
🔴 INTRUSO (Otro);PERNO HEXAGONO 14X3;3090.0;https://www.sodimac.cl/sodimac-cl/articulo/145553381/PERNO-HEXAGONO-14X3/145553382
🟢 TORNILLO;TIRAFONDO 1/4 X 2 1/2 TORNILLO;13990.0;https://www.sodimac.cl/sodimac-cl/articulo/146679960/TIRAFONDO-1-4-X-2-1-2-TORNILLO/146679964
🔴 INTRUSO (Otro);PERNO EXPANSION IRISADO 1/4 X 3;4330.0;https://www.sodimac.cl/sodimac-cl/articulo/145661654/PERNO-EXPANSION-IRISADO-1-4-X-3/145661655
🟢 TORNILLO;Tornillo Tirafondo Hexagonal Pavonado 1/4X3 1/2 100 Unds;9990.0;https://www.sodimac.cl/sodimac-cl/articulo/147260203/Tornillo-Tirafondo-Hexagonal-Pavonado-1-4X3-1-2-100-Unds/147260204
🟢 TORNILLO;Tornillo 6x1 CRS Zincado Rosca Gruesa x 1.000 unidades;7990.0;https://www.sodimac.cl/sodimac-cl/articulo/112472820/Tornillo-6x1-CRS-Zincado-Rosca-Gruesa-x-1.000-unidades/112472821
🔴 INTRUSO (Otro);PERNO HEXAGONO 14X1 12;3050.0;https://www.sodimac.cl/sodimac-cl/articulo/145553377/PERNO-HEXAGONO-14X1-12/145553378
🟢 TORNILLO;Tornillo Volcanita Wisefix Pfina Crs Negro 6x1 14 100u;3035.0;https://www.sodimac.cl/sodimac-cl/articulo/151256609/Tornillo-Volcanita-Wisefix-Pfina-Crs-Negro-6x1-14-100u/151256610
🔴 INTRUSO (Otro);PERNO HEXAGONO CTE S/TUERCA 1/4 X 5 CAJA 100;24798.0;https://www.sodimac.cl/sodimac-cl/articulo/149826052/PERNO-HEXAGONO-CTE-S-TUERCA-1-4-X-5-CAJA-100/149826053
🟢 TORNILLO;Tornillo Tirafondo Hexagonal Pavonado 1/4X2 1000 Unds;49990.0;https://www.sodimac.cl/sodimac-cl/articulo/147260092/Tornillo-Tirafondo-Hexagonal-Pavonado-1-4X2-1000-Unds/147260093
🟢 TORNILLO;Tornillo Volcanita Punta Fina 6 X 2 Madera Yeso 450pcs;7490.0;https://www.sodimac.cl/sodimac-cl/articulo/135836194/Tornillo-Volcanita-Punta-Fina-6-X-2-Madera-Yeso-450pcs/135836195
🟢 TORNILLO;Tornillo para Madera Volcanita Rosca Gruesa Crs 10x4 100und;4990.0;https://www.sodimac.cl/sodimac-cl/articulo/148662094/Tornillo-para-Madera-Volcanita-Rosca-Gruesa-Crs-10x4-100und/148662095
🟢 TORNILLO;Tornillo Turbo Screw #14(6) 100/60 X 100 Unds;6490.0;https://www.sodimac.cl/sodimac-cl/articulo/141471080/Tornillo-Turbo-Screw-#14(6)-100-60-X-100-Unds/141471081
🟢 TORNILLO;Tornillo aglomerado 3.5 x 45 bolsa 100un;1790.0;https://www.sodimac.cl/sodimac-cl/articulo/147942915/Tornillo-aglomerado-3.5-x-45-bolsa-100un/147942916
🔴 INTRUSO (Otro);PERNO EXPANSION CCAMISA 3/8 X 3 3/4;3480.0;https://www.sodimac.cl/sodimac-cl/articulo/145515754/PERNO-EXPANSION-CCAMISA-3-8-X-3-3-4/145515755
🔴 INTRUSO (Otro);PERNO HEXAGONO 38X10;4780.0;https://www.sodimac.cl/sodimac-cl/articulo/145553466/PERNO-HEXAGONO-38X10/145553467
🟢 TORNILLO;Tornillo Volcanita Wisefix Hgrueso Pfina Zinc 6x1 58 500u;6165.0;https://www.sodimac.cl/sodimac-cl/articulo/151256587/Tornillo-Volcanita-Wisefix-Hgrueso-Pfina-Zinc-6x1-58-500u/151256588
🟢 TORNILLO;"Tornillo Tirafondo Madera 1-1/2 "" 1/4 "" 2 unidad(es)";490.0;"https://www.sodimac.cl/sodimac-cl/articulo/110275050/Tornillo-Tirafondo-Madera-1-1-2-""-1-4-""-2-unidad(es)/110275053"
🟢 TORNILLO;Tornillo Sobervio Zinc 3/16x11/2 100 unds;4490.0;https://www.sodimac.cl/sodimac-cl/articulo/140633357/Tornillo-Sobervio-Zinc-3-16x11-2-100-unds/140633358
🔴 INTRUSO (Otro);Perno 5/32X1 1/2+Tuerca+Gol 14;1990.0;https://www.sodimac.cl/sodimac-cl/articulo/110277125/Perno-5-32X1-1-2+Tuerca+Gol-14/110277126
🟢 TORNILLO;TORNILLO CHIPBOARD 45 X 30;4700.0;https://www.sodimac.cl/sodimac-cl/articulo/143824752/TORNILLO-CHIPBOARD-45-X-30/143824753
🔴 INTRUSO (Otro);PERNO HEXAGONO 14X2 12;3080.0;https://www.sodimac.cl/sodimac-cl/articulo/145553379/PERNO-HEXAGONO-14X2-12/145553380
🟢 TORNILLO;"Tornillo volcanita negro 1,1/4x6"" punta broca 100uds";2090.0;"https://www.sodimac.cl/sodimac-cl/articulo/146668636/Tornillo-volcanita-negro-1,1-4x6""-punta-broca-100uds/146668637"
🟢 TORNILLO;Tornillo Volcanita Wisefix Hfino Ptafina Zincado 6x2 100u;3035.0;https://www.sodimac.cl/sodimac-cl/articulo/151256623/Tornillo-Volcanita-Wisefix-Hfino-Ptafina-Zincado-6x2-100u/151256624
🟢 TORNILLO;"Tornillo Turbo screw Madera Madera 4-3/4 "" 14 mm 4 unidad(es)";2290.0;"https://www.sodimac.cl/sodimac-cl/articulo/110314577/Tornillo-Turbo-screw-Madera-Madera-4-3-4-""-14-mm-4-unidad(es)/110314584"
🔴 INTRUSO (Otro);PERNO HEXAGONO 516X2 12;3150.0;https://www.sodimac.cl/sodimac-cl/articulo/145553391/PERNO-HEXAGONO-516X2-12/145553392
🟢 TORNILLO;5 Cajas Tornillo Volcanita Wisefix Pfina Crs Negro 8x3 500u;11370.0;https://www.sodimac.cl/sodimac-cl/articulo/150892434/5-Cajas-Tornillo-Volcanita-Wisefix-Pfina-Crs-Negro-8x3-500u/150892435
🟢 TORNILLO;"Tornillo Roscalata Punta Fina 10 x 1-1/2"" 100 Unidades";11592.0;"https://www.sodimac.cl/sodimac-cl/articulo/140814887/Tornillo-Roscalata-Punta-Fina-10-x-1-1-2""-100-Unidades/140814888"
🟢 TORNILLO;Tornillo Turbo Screw #10(5) 70/60 X 100 Unds;4990.0;https://www.sodimac.cl/sodimac-cl/articulo/142285755/Tornillo-Turbo-Screw-#10(5)-70-60-X-100-Unds/142285757
🔴 INTRUSO (Otro);PERNO HEXAGONO CTE S/TUERCA 3/8 X 7 CAJA 50;42587.0;https://www.sodimac.cl/sodimac-cl/articulo/149826252/PERNO-HEXAGONO-CTE-S-TUERCA-3-8-X-7-CAJA-50/149826253
🟢 TORNILLO;Tornillo Crs 6x2 Zincado 1000 unidades;11990.0;https://www.sodimac.cl/sodimac-cl/articulo/141161501/Tornillo-Crs-6x2-Zincado-1000-unidades/141161503
🟢 TORNILLO;Tornillo plana pozi yellox 4x80mm 50uds;8190.0;https://www.sodimac.cl/sodimac-cl/articulo/146666777/Tornillo-plana-pozi-yellox-4x80mm-50uds/146666778
🟢 TORNILLO;Tornillo plana pozi yellox 4x35mm 150uds;10790.0;https://www.sodimac.cl/sodimac-cl/articulo/146670850/Tornillo-plana-pozi-yellox-4x35mm-150uds/146670851
🟢 TORNILLO;Tornillo Tirafondo Madera Aglomerada 35 mm 4 mm 50 unidad(es);3590.0;https://www.sodimac.cl/sodimac-cl/articulo/110321588/Tornillo-Tirafondo-Madera-Aglomerada-35-mm-4-mm-50-unidad(es)/110321605
🟢 TORNILLO;Tornillo Turbo Screw #10(5) 50/50 X 1000 Unds;34990.0;https://www.sodimac.cl/sodimac-cl/articulo/149499614/Tornillo-Turbo-Screw-#10(5)-50-50-X-1000-Unds/149499615
🟢 TORNILLO;Tornillo plana  pozi yellox 5x60 10unds;2690.0;https://www.sodimac.cl/sodimac-cl/articulo/146669976/Tornillo-plana--pozi-yellox-5x60-10unds/146669977
🟢 TORNILLO;Tornillo De Banco Mesa Base Gitaroria 50 Mm Crownman;13990.0;https://www.sodimac.cl/sodimac-cl/articulo/120078381/Tornillo-De-Banco-Mesa-Base-Gitaroria-50-Mm-Crownman/120078382
🟢 TORNILLO;"Tornillo Tirafondo Madera 2-1/2 "" 1/4 "" 10 unidad(es)";2490.0;"https://www.sodimac.cl/sodimac-cl/articulo/110306160/Tornillo-Tirafondo-Madera-2-1-2-""-1-4-""-10-unidad(es)/110306162"
🟢 TORNILLO;Tornillo Tirafondo Madera Aglomerada 50 mm 5 mm 75 unidad(es);10290.0;https://www.sodimac.cl/sodimac-cl/articulo/110276402/Tornillo-Tirafondo-Madera-Aglomerada-50-mm-5-mm-75-unidad(es)/110276404
🔴 INTRUSO (Otro);PERNO COCHE 5/16 X 5;37992.0;https://www.sodimac.cl/sodimac-cl/articulo/149804276/PERNO-COCHE-5-16-X-5/149804277
🟢 TORNILLO;Tornillo Roscalata 6x 1 /2 100 Unidades;3400.0;https://www.sodimac.cl/sodimac-cl/articulo/149024162/Tornillo-Roscalata-6x-1--2-100-Unidades/149024164
🟢 TORNILLO;Tornillo Tirafondo Madera Aglomerada 40 mm 3.5 mm 125 unidad(es);10390.0;https://www.sodimac.cl/sodimac-cl/articulo/110322725/Tornillo-Tirafondo-Madera-Aglomerada-40-mm-3.5-mm-125-unidad(es)/110322728
🔴 INTRUSO (Otro);PERNO EXPANSION IRISADO 12 X 4;7280.0;https://www.sodimac.cl/sodimac-cl/articulo/145661664/PERNO-EXPANSION-IRISADO-12-X-4/145661665
🔴 INTRUSO (Otro);"Perno coche con tuerca 1/4""x3"" 10 unidades";5190.0;"https://www.sodimac.cl/sodimac-cl/articulo/110317846/Perno-coche-con-tuerca-1-4""x3""-10-unidades/110317849"
🟢 TORNILLO;100 Tornillos Turbo 14(6.0) x 120/72 mm;11390.0;https://www.sodimac.cl/sodimac-cl/articulo/119515561/100-Tornillos-Turbo-14(6.0)-x-120-72-mm/119515562
🟢 TORNILLO;Tornillo plana  pozi yellox 5x20 125unds;9790.0;https://www.sodimac.cl/sodimac-cl/articulo/146669900/Tornillo-plana--pozi-yellox-5x20-125unds/146669901
🟢 TORNILLO;Tornillo Cabeza De Lenteja 8X1 1/4 Punta Fina 1000 Unidades;22990.0;https://www.sodimac.cl/sodimac-cl/articulo/151446556/Tornillo-Cabeza-De-Lenteja-8X1-1-4-Punta-Fina-1000-Unidades/151446557
🟢 TORNILLO;"Tornillo lenteja 8x3/4"" punta broca 100uds";1390.0;"https://www.sodimac.cl/sodimac-cl/articulo/146670398/Tornillo-lenteja-8x3-4""-punta-broca-100uds/146670399"
🟢 TORNILLO;"Tornillo Madera Madera 16 "" 3.5 mm 50 unidad(es)";2000.0;"https://www.sodimac.cl/sodimac-cl/articulo/110287312/Tornillo-Madera-Madera-16-""-3.5-mm-50-unidad(es)/110287320"
🟢 TORNILLO;1000 Tornillos CRS 6x1 Rosca Gruesa;8490.0;https://www.sodimac.cl/sodimac-cl/articulo/119540589/1000-Tornillos-CRS-6x1-Rosca-Gruesa/119540590
🟢 TORNILLO;"Tornillo Turbo screw Madera Madera 1-1/2 "" 8 mm 12 unidad(es)";1090.0;"https://www.sodimac.cl/sodimac-cl/articulo/110324729/Tornillo-Turbo-screw-Madera-Madera-1-1-2-""-8-mm-12-unidad(es)/110324756"
🟢 TORNILLO;Tornillo Tirafondo Madera Aglomerada 100 mm 8 mm 50 unidad(es);30790.0;https://www.sodimac.cl/sodimac-cl/articulo/133378035/Tornillo-Tirafondo-Madera-Aglomerada-100-mm-8-mm-50-unidad(es)/133378036
🟢 TORNILLO;Tornillo Tirafondo Madera Aglomerada 70 mm 4 mm 50 unidad(es);7390.0;https://www.sodimac.cl/sodimac-cl/articulo/110309067/Tornillo-Tirafondo-Madera-Aglomerada-70-mm-4-mm-50-unidad(es)/110309083
🔴 INTRUSO (Otro);PERNO HEXAGONO CTE S/TUERCA 1/4 X 4 1/2 CAJA 100;24094.0;https://www.sodimac.cl/sodimac-cl/articulo/149826034/PERNO-HEXAGONO-CTE-S-TUERCA-1-4-X-4-1-2-CAJA-100/149826035
🟢 TORNILLO;Tornillo Roscalata 8x 1 1/4 100 Unidades;4740.0;https://www.sodimac.cl/sodimac-cl/articulo/149023937/Tornillo-Roscalata-8x-1-1-4-100-Unidades/149023938
🔴 INTRUSO (Otro);"Perno 1/8 X 2""+Tuerca+Goli 13U";2490.0;"https://www.sodimac.cl/sodimac-cl/articulo/110284227/Perno-1-8-X-2""+Tuerca+Goli-13U/110284229"
🟢 TORNILLO;Tornillo Cabeza De Lenteja 8X1 1/2 Punta Fina 1000 Unidades;24990.0;https://www.sodimac.cl/sodimac-cl/articulo/151446641/Tornillo-Cabeza-De-Lenteja-8X1-1-2-Punta-Fina-1000-Unidades/151446642
🟢 TORNILLO;Tornillo volcanita punta fina rosca gruesa 4x8 zincado 100unidades;4790.0;https://www.sodimac.cl/sodimac-cl/articulo/146668120/Tornillo-volcanita-punta-fina-rosca-gruesa-4x8-zincado-100unidades/146668121
🟢 TORNILLO;Tapón Tornillo Bronce m12 1u;1590.0;https://www.sodimac.cl/sodimac-cl/articulo/110257039/Tapón-Tornillo-Bronce-m12-1u/110257041
🟢 TORNILLO;"Tornillo Tirafondo Madera 2-1/2 "" 1/4 "" 2 unidad(es)";590.0;"https://www.sodimac.cl/sodimac-cl/articulo/110282630/Tornillo-Tirafondo-Madera-2-1-2-""-1-4-""-2-unidad(es)/110282635"
🟢 TORNILLO;Tornillo Roscalata 6x 5 /8 100 Unidades;3490.0;https://www.sodimac.cl/sodimac-cl/articulo/149023919/Tornillo-Roscalata-6x-5--8-100-Unidades/149023920
🟢 TORNILLO;Tornillo Turbo Screw #10(5) 60/60 X 1000 Unds;44990.0;https://www.sodimac.cl/sodimac-cl/articulo/149510735/Tornillo-Turbo-Screw-#10(5)-60-60-X-1000-Unds/149510736
🟢 TORNILLO;Tornillo plana  tx wirox 6x160 6unds;6590.0;https://www.sodimac.cl/sodimac-cl/articulo/146670176/Tornillo-plana--tx-wirox-6x160-6unds/146670177
🟢 TORNILLO;Tornillo Tirafondo Madera Aglomerada 70 mm 4 mm 20 unidad(es);4490.0;https://www.sodimac.cl/sodimac-cl/articulo/110324024/Tornillo-Tirafondo-Madera-Aglomerada-70-mm-4-mm-20-unidad(es)/110324030
🟢 TORNILLO;Tornillo lenteja 8x 1/2 pta.broca bolsa 100un;1290.0;https://www.sodimac.cl/sodimac-cl/articulo/147943101/Tornillo-lenteja-8x-1-2-pta.broca-bolsa-100un/147943102
🟢 TORNILLO;"Tornillo Tirafondo Madera 4 "" 5/16 "" 1 unidad(es)";690.0;"https://www.sodimac.cl/sodimac-cl/articulo/110288480/Tornillo-Tirafondo-Madera-4-""-5-16-""-1-unidad(es)/110288486"
🔴 INTRUSO (Otro);DADO TORX PUNTA MACHO T30;8450.0;https://www.sodimac.cl/sodimac-cl/articulo/142173010/DADO-TORX-PUNTA-MACHO-T30/142173011
🔴 INTRUSO (Otro);PERNO HEXAGONO CTE 1/2 X 3 1/2;39345.0;https://www.sodimac.cl/sodimac-cl/articulo/149766595/PERNO-HEXAGONO-CTE-1-2-X-3-1-2/149766596
🔴 INTRUSO (Otro);"Clavo helicoidal 2 1/2"" bolsa 100 unidades";2990.0;"https://www.sodimac.cl/sodimac-cl/articulo/110321197/Clavo-helicoidal-2-1-2""-bolsa-100-unidades/110321207"
🟢 TORNILLO;1000 Tornillos CRS 6x1.1/4 Rosca Gruesa;8990.0;https://www.sodimac.cl/sodimac-cl/articulo/119540643/1000-Tornillos-CRS-6x1.1-4-Rosca-Gruesa/119540644
🟢 TORNILLO;"Tornillo Roscalata Metal 1-1/4 "" 8 mm 10 unidad(es)";590.0;"https://www.sodimac.cl/sodimac-cl/articulo/110286099/Tornillo-Roscalata-Metal-1-1-4-""-8-mm-10-unidad(es)/110286104"
🟢 TORNILLO;Tornillo De Banco Mecánico 4 Pulgadas 100mm Morsa;37000.0;https://www.sodimac.cl/sodimac-cl/articulo/136612066/Tornillo-De-Banco-Mecánico-4-Pulgadas-100mm-Morsa/136612067
🟢 TORNILLO;Tornillo Crs 6x1 Zincado 1000 unidades;8990.0;https://www.sodimac.cl/sodimac-cl/articulo/149396777/Tornillo-Crs-6x1-Zincado-1000-unidades/149396779
🟢 TORNILLO;Tornillo aglomerado 5x60mm 100uds;5190.0;https://www.sodimac.cl/sodimac-cl/articulo/146667415/Tornillo-aglomerado-5x60mm-100uds/146667416
🟢 TORNILLO;Tornillo mecánico metal;30990.0;https://www.sodimac.cl/sodimac-cl/articulo/127073744/Tornillo-mecánico-metal/127073745
🟢 TORNILLO;Tornillo Tirafondo Madera Aglomerada 20 mm 3.5 mm 300 unidad(es);11390.0;https://www.sodimac.cl/sodimac-cl/articulo/110294739/Tornillo-Tirafondo-Madera-Aglomerada-20-mm-3.5-mm-300-unidad(es)/110294742
🟢 TORNILLO;Tornillo Tirafondo Madera Aglomerada 45 mm 4 mm 40 unidad(es);3890.0;https://www.sodimac.cl/sodimac-cl/articulo/110295725/Tornillo-Tirafondo-Madera-Aglomerada-45-mm-4-mm-40-unidad(es)/110295730
🟢 TORNILLO;Tornillo plana pozi yellox 3,5x35mm 20uds;2190.0;https://www.sodimac.cl/sodimac-cl/articulo/146668249/Tornillo-plana-pozi-yellox-3,5x35mm-20uds/146668250
🟢 TORNILLO;Tornillo Tirafondo Madera Aglomerada 60 mm 4 mm 200 unidad(es);20590.0;https://www.sodimac.cl/sodimac-cl/articulo/110280909/Tornillo-Tirafondo-Madera-Aglomerada-60-mm-4-mm-200-unidad(es)/110280912
🟢 TORNILLO;Tornillo Tirafondo Madera Aglomerada 30 mm 4.5 mm 50 unidad(es);5790.0;https://www.sodimac.cl/sodimac-cl/articulo/110305585/Tornillo-Tirafondo-Madera-Aglomerada-30-mm-4.5-mm-50-unidad(es)/110305596
🟢 TORNILLO;Tornillo Banco Mecanico Base Giratoria 3 Pulgadas Toolmak;31990.0;https://www.sodimac.cl/sodimac-cl/articulo/118249129/Tornillo-Banco-Mecanico-Base-Giratoria-3-Pulgadas-Toolmak/118249130
🔴 INTRUSO (Otro);Perno Hexagonal G2 1/4X11/2 PAV 4 unidades;690.0;https://www.sodimac.cl/sodimac-cl/articulo/110289969/Perno-Hexagonal-G2-1-4X11-2-PAV-4-unidades/110289983
🔴 INTRUSO (Otro);Perno anclaje 5/8 x 6 10 unidades;17990.0;https://www.sodimac.cl/sodimac-cl/articulo/110290404/Perno-anclaje-5-8-x-6-10-unidades/110290421
🟢 TORNILLO;"Tornillo volcanita zincado rosca gruesa 1,5/8x6"" punta aguja 100uds";1890.0;"https://www.sodimac.cl/sodimac-cl/articulo/146670367/Tornillo-volcanita-zincado-rosca-gruesa-1,5-8x6""-punta-aguja-100uds/146670369"
🟢 TORNILLO;Tornillo Tirafondo Madera Aglomerada 70 mm 4.5 mm 20 unidad(es);4290.0;https://www.sodimac.cl/sodimac-cl/articulo/110305477/Tornillo-Tirafondo-Madera-Aglomerada-70-mm-4.5-mm-20-unidad(es)/110305489
🟢 TORNILLO;Tornillo Crs 6x1 Zincado 5000 unidades;37990.0;https://www.sodimac.cl/sodimac-cl/articulo/149397056/Tornillo-Crs-6x1-Zincado-5000-unidades/149397057
🟢 TORNILLO;Tornillo Banco Mecanico Base Giratoria 3 Pulgadas Toolmak;31990.0;https://www.sodimac.cl/sodimac-cl/articulo/115976916/Tornillo-Banco-Mecanico-Base-Giratoria-3-Pulgadas-Toolmak/115976917
🔴 INTRUSO (Otro);"Perno 5/32X1""+Tuerca+Golil 15U";1890.0;"https://www.sodimac.cl/sodimac-cl/articulo/110318660/Perno-5-32X1""+Tuerca+Golil-15U/110318669"
🟢 TORNILLO;Tornillo De Banco Mecánico 6 Pulgadas Negro GS Optimus;55950.0;https://www.sodimac.cl/sodimac-cl/articulo/139096749/Tornillo-De-Banco-Mecánico-6-Pulgadas-Negro-GS-Optimus/139096750
🟢 TORNILLO;Tornillo hexagonal punta labio 10-12x2 1/2 zinc 100un;7690.0;https://www.sodimac.cl/sodimac-cl/articulo/146670082/Tornillo-hexagonal-punta-labio-10-12x2-1-2-zinc-100un/146670083
🟢 TORNILLO;Tornillo De Banco Mecánico 4 Pulgadas 100mm Morsa;39990.0;https://www.sodimac.cl/sodimac-cl/articulo/151045842/Tornillo-De-Banco-Mecánico-4-Pulgadas-100mm-Morsa/151045843
🟢 TORNILLO;"Tornillo Tirafondo Madera 4 "" 5/16 "" 10 unidad(es)";7290.0;"https://www.sodimac.cl/sodimac-cl/articulo/110275736/Tornillo-Tirafondo-Madera-4-""-5-16-""-10-unidad(es)/110275738"
🟢 TORNILLO;Tornillo Tirafondo Madera Aglomerada 60 mm 4.5 mm 30 unidad(es);4090.0;https://www.sodimac.cl/sodimac-cl/articulo/110289504/Tornillo-Tirafondo-Madera-Aglomerada-60-mm-4.5-mm-30-unidad(es)/110289506
🟢 TORNILLO;Tornillo Tirafondo Madera Aglomerada 120 mm 6 mm 10 unidad(es);5390.0;https://www.sodimac.cl/sodimac-cl/articulo/110322605/Tornillo-Tirafondo-Madera-Aglomerada-120-mm-6-mm-10-unidad(es)/110322609
🟢 TORNILLO;"Tornillo Roscalata Metal 5/8 "" 10 mm 10 unidad(es)";1490.0;"https://www.sodimac.cl/sodimac-cl/articulo/110323447/Tornillo-Roscalata-Metal-5-8-""-10-mm-10-unidad(es)/110323454"
🟢 TORNILLO;Tornillo de Banco Giratorio para Joyería y Manualidades 50 mm;29990.0;https://www.sodimac.cl/sodimac-cl/articulo/145142905/Tornillo-de-Banco-Giratorio-para-Joyería-y-Manualidades-50-mm/145142907
🔴 INTRUSO (Otro);"Perno 5/32X2""+Tuerca+Golil 12U";2390.0;"https://www.sodimac.cl/sodimac-cl/articulo/110276646/Perno-5-32X2""+Tuerca+Golil-12U/110276648"
🟢 TORNILLO;Tornillos Inoxidables para Espejos - Pack de 12;22000.0;https://www.sodimac.cl/sodimac-cl/articulo/143661197/Tornillos-Inoxidables-para-Espejos---Pack-de-12/143661198
🟢 TORNILLO;Tarugo nylon broca+ tornillo phi 4.5x35 (10u c/u).;1190.0;https://www.sodimac.cl/sodimac-cl/articulo/145975920/Tarugo-nylon-broca+-tornillo-phi-4.5x35-(10u-c-u)./145975921
🟢 TORNILLO;Tornillo plana pozi yellox 4x25mm 20uds;2190.0;https://www.sodimac.cl/sodimac-cl/articulo/146670836/Tornillo-plana-pozi-yellox-4x25mm-20uds/146670837
🟢 TORNILLO;Tornillos Pernos Para Soporte Tv Samsung Led 32 T4300;2990.0;https://www.sodimac.cl/sodimac-cl/articulo/139345514/Tornillos-Pernos-Para-Soporte-Tv-Samsung-Led-32-T4300/139345515
🟢 TORNILLO;Tornillo De Banco Mecánico 4 Pulgadas 100mm Morsa;19990.0;https://www.sodimac.cl/sodimac-cl/articulo/126454587/Tornillo-De-Banco-Mecánico-4-Pulgadas-100mm-Morsa/126454590
🔴 INTRUSO (Otro);Perno Coche 3 /8 X 3 /4 Zn 100 Unidades;10940.0;https://www.sodimac.cl/sodimac-cl/articulo/148992303/Perno-Coche-3--8-X-3--4-Zn-100-Unidades/148992304
🟢 TORNILLO;Tornillo De Banco Mecánico 4 Pulgadas 100mm Morsa;19990.0;https://www.sodimac.cl/sodimac-cl/articulo/123690926/Tornillo-De-Banco-Mecánico-4-Pulgadas-100mm-Morsa/123690927
🔴 INTRUSO (Otro);Perno Acero Galvanizado Poste 1/2 X 10 Con Tuerca Y Golillas;4590.0;https://www.sodimac.cl/sodimac-cl/articulo/151091338/Perno-Acero-Galvanizado-Poste-1-2-X-10-Con-Tuerca-Y-Golillas/151091339
🟢 TORNILLO;Set Tornillo Turbo/Tapas Madera Madera 30 mm 3.5 mm 25 unidad(es);2790.0;https://www.sodimac.cl/sodimac-cl/articulo/110307841/Set-Tornillo-Turbo-Tapas-Madera-Madera-30-mm-3.5-mm-25-unidad(es)/110307845
🔴 INTRUSO (Otro);Perno Coche 3/8 X 1 Zn (100 Unidades);12990.0;https://www.sodimac.cl/sodimac-cl/articulo/148994950/Perno-Coche-3-8-X-1-Zn-(100-Unidades)/148994951
🔴 INTRUSO (Otro);Perno Hexagonal Zincado G2 1/4-20 X 3 (100 Un);10990.0;https://www.sodimac.cl/sodimac-cl/articulo/147887010/Perno-Hexagonal-Zincado-G2-1-4-20-X-3-(100-Un)/147887012
🔴 INTRUSO (Otro);Perno Coche 1/ 4x 5 /8 Zn (100 Unidades);5790.0;https://www.sodimac.cl/sodimac-cl/articulo/148986684/Perno-Coche-1--4x-5--8-Zn-(100-Unidades)/148986685
